"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2008","2008","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2009","2009","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2010","2010","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2011","2011","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2012","2012","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2013","2013","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2014","2014","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2015","2015","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2016","2016","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2017","2017","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2018","2018","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","HUN","Hungary","2019","2019","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1980","1980","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1981","1981","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1982","1982","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1983","1983","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1984","1984","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1985","1985","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1986","1986","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1987","1987","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1988","1988","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1989","1989","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1990","1990","PC","Percentage","0","Units",,,2.967,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1991","1991","PC","Percentage","0","Units",,,3.215,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1992","1992","PC","Percentage","0","Units",,,3.373,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1993","1993","PC","Percentage","0","Units",,,3.467,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1994","1994","PC","Percentage","0","Units",,,3.363,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1995","1995","PC","Percentage","0","Units",,,3.482,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1996","1996","PC","Percentage","0","Units",,,3.491,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1997","1997","PC","Percentage","0","Units",,,3.64,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1998","1998","PC","Percentage","0","Units",,,3.633,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","1999","1999","PC","Percentage","0","Units",,,3.806,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2000","2000","PC","Percentage","0","Units",,,4.041,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2001","2001","PC","Percentage","0","Units",,,4.174,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2002","2002","PC","Percentage","0","Units",,,4.46,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2003","2003","PC","Percentage","0","Units",,,4.76,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2004","2004","PC","Percentage","0","Units",,,4.65,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2005","2005","PC","Percentage","0","Units",,,4.73,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2006","2006","PC","Percentage","0","Units",,,4.695,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2007","2007","PC","Percentage","0","Units",,,4.851,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2008","2008","PC","Percentage","0","Units",,,4.915,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2009","2009","PC","Percentage","0","Units",,,5.524,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2010","2010","PC","Percentage","0","Units",,,5.266,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2011","2011","PC","Percentage","0","Units",,,5.486,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2012","2012","PC","Percentage","0","Units",,,5.727,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2013","2013","PC","Percentage","0","Units",,,5.882,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2014","2014","PC","Percentage","0","Units",,,6.16,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2015","2015","PC","Percentage","0","Units",,,6.126,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2016","2016","PC","Percentage","0","Units",,,6.294,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2017","2017","PC","Percentage","0","Units",,,6.626,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2018","2018","PC","Percentage","0","Units",,,6.806,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2019","2019","PC","Percentage","0","Units",,,6.879,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1980","1980","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1981","1981","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1982","1982","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1983","1983","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1984","1984","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1985","1985","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1986","1986","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1987","1987","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1988","1988","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1989","1989","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1990","1990","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1991","1991","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1992","1992","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1993","1993","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1994","1994","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1995","1995","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1996","1996","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1997","1997","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1998","1998","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","1999","1999","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2000","2000","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2001","2001","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2002","2002","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2003","2003","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2004","2004","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2005","2005","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2006","2006","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2007","2007","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2008","2008","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2009","2009","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2010","2010","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2011","2011","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2012","2012","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2013","2013","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2014","2014","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2015","2015","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2016","2016","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2017","2017","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2018","2018","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","IRL","Ireland","2019","2019","PC","Percentage","0","Units",,,,"a","Data do not exist"
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1980","1980","PC","Percentage","0","Units",,,0.773,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1981","1981","PC","Percentage","0","Units",,,0.838,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1982","1982","PC","Percentage","0","Units",,,0.871,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1983","1983","PC","Percentage","0","Units",,,1.068,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1984","1984","PC","Percentage","0","Units",,,0.897,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1985","1985","PC","Percentage","0","Units",,,0.894,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1986","1986","PC","Percentage","0","Units",,,0.873,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1987","1987","PC","Percentage","0","Units",,,1.038,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1988","1988","PC","Percentage","0","Units",,,1.067,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1989","1989","PC","Percentage","0","Units",,,1.048,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1990","1990","PC","Percentage","0","Units",,,1.494,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1991","1991","PC","Percentage","0","Units",,,1.652,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1992","1992","PC","Percentage","0","Units",,,1.893,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1993","1993","PC","Percentage","0","Units",,,1.698,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1994","1994","PC","Percentage","0","Units",,,1.529,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1995","1995","PC","Percentage","0","Units",,,1.536,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1996","1996","PC","Percentage","0","Units",,,1.309,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1997","1997","PC","Percentage","0","Units",,,1.367,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1998","1998","PC","Percentage","0","Units",,,1.31,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1999","1999","PC","Percentage","0","Units",,,1.214,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2000","2000","PC","Percentage","0","Units",,,1.121,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2001","2001","PC","Percentage","0","Units",,,1.076,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2002","2002","PC","Percentage","0","Units",,,1.123,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2003","2003","PC","Percentage","0","Units",,,1.209,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2004","2004","PC","Percentage","0","Units",,,1.088,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2005","2005","PC","Percentage","0","Units",,,1.12,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2006","2006","PC","Percentage","0","Units",,,1.155,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2007","2007","PC","Percentage","0","Units",,,1.165,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2008","2008","PC","Percentage","0","Units",,,1.134,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2009","2009","PC","Percentage","0","Units",,,1.201,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2010","2010","PC","Percentage","0","Units",,,1.223,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2011","2011","PC","Percentage","0","Units",,,1.213,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2012","2012","PC","Percentage","0","Units",,,1.219,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2013","2013","PC","Percentage","0","Units",,,1.136,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2014","2014","PC","Percentage","0","Units",,,1.074,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2015","2015","PC","Percentage","0","Units",,,1.042,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2016","2016","PC","Percentage","0","Units",,,0.98,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2017","2017","PC","Percentage","0","Units",,,0.967,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2018","2018","PC","Percentage","0","Units",,,0.956,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2019","2019","PC","Percentage","0","Units",,,0.969,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1980","1980","PC","Percentage","0","Units",,,0.074,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1981","1981","PC","Percentage","0","Units",,,0.091,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1982","1982","PC","Percentage","0","Units",,,0.083,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1983","1983","PC","Percentage","0","Units",,,0.094,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1984","1984","PC","Percentage","0","Units",,,0.103,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1985","1985","PC","Percentage","0","Units",,,0.113,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1986","1986","PC","Percentage","0","Units",,,0.128,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1987","1987","PC","Percentage","0","Units",,,0.135,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1988","1988","PC","Percentage","0","Units",,,0.139,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1989","1989","PC","Percentage","0","Units",,,0.146,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1990","1990","PC","Percentage","0","Units",,,0.156,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1991","1991","PC","Percentage","0","Units",,,0.169,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1992","1992","PC","Percentage","0","Units",,,0.179,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1993","1993","PC","Percentage","0","Units",,,0.196,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1994","1994","PC","Percentage","0","Units",,,0.216,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1995","1995","PC","Percentage","0","Units",,,0.242,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1996","1996","PC","Percentage","0","Units",,,0.266,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1997","1997","PC","Percentage","0","Units",,,0.299,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1998","1998","PC","Percentage","0","Units",,,0.357,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1999","1999","PC","Percentage","0","Units",,,0.406,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2000","2000","PC","Percentage","0","Units",,,0.435,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2001","2001","PC","Percentage","0","Units",,,0.469,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2002","2002","PC","Percentage","0","Units",,,0.599,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2003","2003","PC","Percentage","0","Units",,,0.476,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2004","2004","PC","Percentage","0","Units",,,0.377,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2005","2005","PC","Percentage","0","Units",,,0.419,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2006","2006","PC","Percentage","0","Units",,,0.437,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2007","2007","PC","Percentage","0","Units",,,0.459,,
"20","Mandatory private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2008","2008","PC","Percentage","0","Units",,,0.509,,
